,Epochs,Val_loss,Train_loss,Lr,time
0,0,0.8684040904045105,0.9570156335830688,0.001,4.472373962402344
1,1,0.8547120094299316,0.9142585396766663,0.0009999976559708827,5.714444637298584
2,2,0.6283369660377502,0.846261203289032,0.0009999906239066651,6.962864398956299
3,3,0.6048688292503357,0.7004991769790649,0.0009999789038767511,8.226070404052734
4,4,0.5842437744140625,0.674217939376831,0.0009999624959968127,9.472104787826538
5,5,0.5689839720726013,0.6410723328590393,0.0009999414004287887,10.718045234680176
6,6,0.5475683212280273,0.6151747107505798,0.0009999156173808841,11.976410627365112
7,7,0.5352967381477356,0.590297281742096,0.0009998851471075675,13.22003722190857
8,8,0.5082802772521973,0.5697529315948486,0.0009998499899095674,14.473426103591919
9,9,0.5404040813446045,0.5587468147277832,0.0009998101461338718,15.725426197052002
10,10,0.4909094572067261,0.5541360974311829,0.0009997656161737224,16.97404432296753
11,11,0.480273962020874,0.5307992100715637,0.0009997164004686122,18.228286504745483
12,12,0.48529931902885437,0.5158779621124268,0.0009996624995042799,19.482088088989258
13,13,0.4544246196746826,0.4977582097053528,0.0009996039138127064,20.72863745689392
14,14,0.42499247193336487,0.46497097611427307,0.0009995406439721093,21.968316316604614
15,15,0.39984074234962463,0.44366714358329773,0.0009994726906069357,23.21481442451477
16,16,0.5611913204193115,0.39641886949539185,0.0009994000543878583,24.460769414901733
17,17,0.3316265046596527,0.41260644793510437,0.000999322736031767,25.713428735733032
18,18,0.30654051899909973,0.3760758638381958,0.0009992407363017632,26.95392894744873
19,19,0.2446179836988449,0.31221526861190796,0.0009991540560071507,28.200750589370728
20,20,0.35851597785949707,0.24172191321849823,0.000999062696003429,29.44333004951477
21,21,0.19866140186786652,0.25346270203590393,0.0009989666571922848,30.693076848983765
22,22,0.13114339113235474,0.16214746236801147,0.0009988659405215819,31.93673801422119
23,23,0.1432417631149292,0.14203312993049622,0.0009987605469853537,33.17680239677429
24,24,0.1820041388273239,0.1822151243686676,0.0009986504776237914,34.419031381607056
25,25,0.1391204595565796,0.19168490171432495,0.000998535733523236,35.675785303115845
26,26,0.12025029212236404,0.13242143392562866,0.000998416315816164,36.924500703811646
27,27,0.11970198154449463,0.11095642298460007,0.0009982922256811812,38.17030715942383
28,28,0.09898819774389267,0.11674121022224426,0.0009981634643430068,39.41417908668518
29,29,0.09828996658325195,0.10443708300590515,0.0009980300330724632,40.66879940032959
30,30,0.13845224678516388,0.10903575271368027,0.0009978919331864629,41.91547870635986
31,31,0.1517823189496994,0.15193583071231842,0.0009977491660479966,43.16869640350342
32,32,0.10055234283208847,0.11409897357225418,0.0009976017330661177,44.42331337928772
33,33,0.08750742673873901,0.0944734737277031,0.0009974496356959302,45.67313599586487
34,34,0.08889613300561905,0.08403081446886063,0.0009972928754385744,46.92677140235901
35,35,0.08833997696638107,0.09135694056749344,0.0009971314538412103,48.17758560180664
36,36,0.07961704581975937,0.08078556507825851,0.000996965372497004,49.427411794662476
37,37,0.08203860372304916,0.07851230353116989,0.0009967946330451112,50.68142032623291
38,38,0.07431626319885254,0.08073464035987854,0.0009966192371706614,51.927069664001465
39,39,0.0743875503540039,0.07718092948198318,0.0009964391866047412,53.16897630691528
40,40,0.06727995723485947,0.07081644982099533,0.0009962544831243771,54.42788815498352
41,41,0.08126720786094666,0.07739799469709396,0.0009960651285525173,55.67995572090149
42,42,0.0551844984292984,0.07048989087343216,0.0009958711247580155,56.929182052612305
43,43,0.052146103233098984,0.06412705034017563,0.0009956724736556108,58.1803195476532
44,44,0.0685989037156105,0.07983703166246414,0.0009954691772059091,59.4321346282959
45,45,0.06857464462518692,0.07672050595283508,0.0009952612374153648,60.68719935417175
46,46,0.05464921519160271,0.06450186669826508,0.0009950486563362591,61.9351704120636
47,47,0.06030591204762459,0.061654817312955856,0.0009948314360666817,63.17833733558655
48,48,0.0494668148458004,0.05695152282714844,0.0009946095787505091,64.42817401885986
49,49,0.0604594461619854,0.06060805544257164,0.0009943830865773832,65.68017101287842
50,50,0.07829946279525757,0.06797491014003754,0.0009941519617826904,66.92853140830994
51,51,0.04380744695663452,0.0619327649474144,0.000993916206647539,68.18368291854858
52,52,0.04322683811187744,0.049788203090429306,0.0009936758234987372,69.42996048927307
53,53,0.046066369861364365,0.054262686520814896,0.0009934308147087696,70.6749005317688
54,54,0.04610959067940712,0.052793752402067184,0.000993181182695774,71.93479108810425
55,55,0.05739980563521385,0.07310304045677185,0.0009929269299235176,73.18010187149048
56,56,0.04694071412086487,0.07882409542798996,0.0009926680589013726,74.43610167503357
57,57,0.04148024320602417,0.04654005914926529,0.0009924045721842914,75.69807887077332
58,58,0.042916107922792435,0.045390043407678604,0.0009921364723727815,76.94709753990173
59,59,0.04181939736008644,0.05689967796206474,0.0009918637621128801,78.19901204109192
60,60,0.03858556970953941,0.04678049311041832,0.000991586444096127,79.4451642036438
61,61,0.04851831868290901,0.04153613746166229,0.0009913045210595394,80.69011092185974
62,62,0.03721761703491211,0.05296802893280983,0.0009910179957855836,81.95218920707703
63,63,0.07069061696529388,0.05314159020781517,0.0009907268711021485,83.20395493507385
64,64,0.044861819595098495,0.05479426681995392,0.0009904311498825172,84.4461977481842
65,65,0.055236831307411194,0.052930280566215515,0.0009901308350453387,85.69153165817261
66,66,0.05884740874171257,0.051898762583732605,0.0009898259295545993,86.95481824874878
67,67,0.034463152289390564,0.04528767243027687,0.000989516436419593,88.20332837104797
68,68,0.031182682141661644,0.038038600236177444,0.000989202358694892,89.4466962814331
69,69,0.030165359377861023,0.03557169437408447,0.0009888836994803166,90.68891024589539
70,70,0.03075588308274746,0.03257065638899803,0.000988560461920905,91.93172240257263
71,71,0.029266899451613426,0.036721937358379364,0.000988232649206881,93.1802761554718
72,72,0.03666488453745842,0.043413858860731125,0.0009879002645736242,94.4202013015747
73,73,0.02807428687810898,0.03389948233962059,0.000987563311301636,95.67515063285828
74,74,0.03882226720452309,0.03623436763882637,0.0009872217927165102,96.91256594657898
75,75,0.07247403264045715,0.049508582800626755,0.0009868757121888963,98.15834474563599
76,76,0.05392793193459511,0.056424107402563095,0.00098652507313447,99.40583753585815
77,77,0.033947061747312546,0.048440076410770416,0.000986169879013897,100.6613712310791
78,78,0.03477012738585472,0.042118947952985764,0.0009858101333328003,101.9092710018158
79,79,0.02890637516975403,0.04538894444704056,0.0009854458396417237,103.15678143501282
80,80,0.027147138491272926,0.03403439745306969,0.0009850770015360998,104.40564918518066
81,81,0.028955208137631416,0.03415817767381668,0.000984703622656211,105.65113830566406
82,82,0.03348047658801079,0.039617542177438736,0.0009843257066871566,106.89867925643921
83,83,0.05737140774726868,0.04475167393684387,0.0009839432573588143,108.14590501785278
84,84,0.031973905861377716,0.04370986670255661,0.000983556278445805,109.38553476333618
85,85,0.024771327152848244,0.03503992781043053,0.000983164773767454,110.63700342178345
86,86,0.02891893871128559,0.03303876146674156,0.0009827687471877546,111.88418412208557
87,87,0.02481350116431713,0.029832785949110985,0.0009823682026153292,113.1291151046753
88,88,0.02979578636586666,0.027806878089904785,0.0009819631440033908,114.37214875221252
89,89,0.030576536431908607,0.029661310836672783,0.0009815535753497045,115.61709690093994
90,90,0.03228044882416725,0.028431735932826996,0.0009811395006965478,116.8713219165802
91,91,0.03022274188697338,0.03346126899123192,0.0009807209241306702,118.1176266670227
92,92,0.029133541509509087,0.0331091433763504,0.0009802978497832535,119.36890292167664
93,93,0.03221754729747772,0.030490102246403694,0.0009798702818298705,120.61245203018188
94,94,0.02869701385498047,0.035178735852241516,0.0009794382244904445,121.87100028991699
95,95,0.07457170635461807,0.04029225930571556,0.0009790016820292067,123.1160659790039
96,96,0.03402301296591759,0.04218285158276558,0.0009785606587546555,124.3739218711853
97,97,0.029515497386455536,0.033118024468421936,0.0009781151590195119,125.6175925731659
98,98,0.02800995297729969,0.030973447486758232,0.000977665187220679,126.863028049469
99,99,0.02665714919567108,0.03145000338554382,0.0009772107477991963,128.11246991157532
100,100,0.023074379190802574,0.02698623016476631,0.000976751845240198,129.3492410182953
101,101,0.022042138502001762,0.025193650275468826,0.0009762884840728665,130.59774947166443
102,102,0.03700970113277435,0.02962138131260872,0.0009758206688703899,131.84053206443787
103,103,0.04285452142357826,0.03409167006611824,0.0009753484042499151,133.06899738311768
104,104,0.0349452830851078,0.042347077280282974,0.0009748716948725035,134.29467868804932
105,105,0.022376351058483124,0.03263810649514198,0.000974390545443084,135.529883146286
106,106,0.0333910770714283,0.03234095871448517,0.0009739049607104073,136.76092982292175
107,107,0.02841651439666748,0.032552991062402725,0.0009734149454669987,138.00733470916748
108,108,0.024319371208548546,0.03522198647260666,0.0009729205045491107,139.2420630455017
109,109,0.025010690093040466,0.026032330468297005,0.0009724216428366755,140.47504949569702
110,110,0.026497550308704376,0.02888268418610096,0.0009719183652532571,141.7093198299408
111,111,0.05035163462162018,0.04301800951361656,0.0009714106767660019,142.94185781478882
112,112,0.043291863054037094,0.04505113884806633,0.0009708985823855903,144.17809438705444
113,113,0.0234764963388443,0.03298814594745636,0.0009703820871661869,145.4263093471527
114,114,0.024299830198287964,0.023462943732738495,0.0009698611962053915,146.65910053253174
115,115,0.02467624843120575,0.02486286871135235,0.0009693359146441871,147.90184879302979
116,116,0.03950650617480278,0.029468201100826263,0.0009688062476668908,149.14234232902527
117,117,0.03426121547818184,0.03683490678668022,0.0009682722005011018,150.38594388961792
118,118,0.030966222286224365,0.0368523932993412,0.0009677337784176501,151.63232898712158
119,119,0.02387036383152008,0.029078148305416107,0.0009671909867305444,152.8738477230072
120,120,0.01924355886876583,0.024373436346650124,0.0009666438307969194,154.11030650138855
121,121,0.020936110988259315,0.025627410039305687,0.0009660923160169833,155.3458571434021
122,122,0.02344060130417347,0.025040654465556145,0.0009655364478339642,156.5903148651123
123,123,0.021977754309773445,0.025622744113206863,0.0009649762317340566,157.83184933662415
124,124,0.03263038396835327,0.026985103264451027,0.0009644116732463675,159.0696210861206
125,125,0.03201373293995857,0.026935653761029243,0.0009638427779428612,160.30472612380981
126,126,0.036312952637672424,0.029318036511540413,0.0009632695514383046,161.54784035682678
127,127,0.03774825856089592,0.031191013753414154,0.0009626919993902118,162.7843680381775
128,128,0.024479443207383156,0.027346236631274223,0.0009621101274987884,164.02784276008606
129,129,0.047992244362831116,0.042770013213157654,0.0009615239415068751,165.2703001499176
130,130,0.05256156623363495,0.04204540699720383,0.000960933447199891,166.50779390335083
131,131,0.040675126016139984,0.05106832832098007,0.0009603386504057765,167.7529013156891
132,132,0.01895393431186676,0.028296910226345062,0.0009597395569949359,168.99048137664795
133,133,0.022214168682694435,0.02400527149438858,0.000959136172880179,170.22904109954834
134,134,0.01939227618277073,0.02186219021677971,0.0009585285040166638,171.46751403808594
135,135,0.02548118494451046,0.022101230919361115,0.0009579165564018365,172.7098319530487
136,136,0.02380353771150112,0.025836730375885963,0.000957300336075373,173.94561743736267
137,137,0.033282823860645294,0.02581634372472763,0.0009566798491191191,175.18839526176453
138,138,0.026252159848809242,0.02666371315717697,0.0009560551016570306,176.4227159023285
139,139,0.02050970494747162,0.024970227852463722,0.0009554260998551128,177.6622953414917
140,140,0.03495529666543007,0.025131402537226677,0.0009547928499213593,178.89700198173523
141,141,0.025164678692817688,0.03131397068500519,0.0009541553581056916,180.1304759979248
142,142,0.04341244697570801,0.039246998727321625,0.0009535136306998963,181.37134861946106
143,143,0.02123136818408966,0.029691196978092194,0.0009528676740375641,182.60620403289795
144,144,0.019801821559667587,0.02426062896847725,0.0009522174944940262,183.849760055542
145,145,0.018601665273308754,0.021346287801861763,0.0009515630984862924,185.0854468345642
146,146,0.02262703888118267,0.019938694313168526,0.0009509044924729871,186.33820366859436
147,147,0.01927485130727291,0.021439645439386368,0.0009502416829542856,187.57579135894775
148,148,0.0221934262663126,0.0217013880610466,0.0009495746764718503,188.82461953163147
149,149,0.02304641716182232,0.03646280989050865,0.000948903479608766,190.0682656764984
150,150,0.04922037944197655,0.03217149153351784,0.0009482280989894747,191.30725574493408
151,151,0.01765747368335724,0.026849664747714996,0.0009475485412797106,192.55286192893982
152,152,0.018759263679385185,0.020334064960479736,0.0009468648131864337,193.80137085914612
153,153,0.019461780786514282,0.02041536010801792,0.0009461769214577644,195.04705142974854
154,154,0.034578587859869,0.024462642148137093,0.0009454848728829162,196.28693652153015
155,155,0.01724247820675373,0.025471407920122147,0.0009447886742921295,197.526184797287
156,156,0.0167329553514719,0.020206250250339508,0.0009440883325566029,198.7677800655365
157,157,0.017431288957595825,0.019235113635659218,0.0009433838545884267,200.01167821884155
158,158,0.018175175413489342,0.021503876894712448,0.0009426752473405142,201.25295543670654
159,159,0.02484268508851528,0.021035226061940193,0.0009419625178065329,202.48292541503906
160,160,0.01991812326014042,0.021597839891910553,0.0009412456730208352,203.72864627838135
161,161,0.02417011745274067,0.02147630974650383,0.0009405247200583901,204.96568989753723
162,162,0.02431788481771946,0.020398443564772606,0.0009397996660347121,206.1984739303589
