frequency,transmission_loss,grid_size,radius,inner_radius,gap_width
5179.9522945099925,-2.743040654988576,0.022,0.0070526315789473685,0.006699999999999999,0.00268
5233.701134425241,-1.285498009428253,0.022,0.0070526315789473685,0.006699999999999999,0.00268
5235.92143477671,-1.2183148270879331,0.022,0.0070526315789473685,0.006699999999999999,0.00268
5431.694192123914,-2.8870081543131816,0.022,0.0070526315789473685,0.006699999999999999,0.00268
5492.3370283268105,-3.5219595621323445,0.022,0.0070526315789473685,0.006699999999999999,0.00268
5600.971314643486,-1.9335776040154062,0.022,0.0070526315789473685,0.006699999999999999,0.00268
5615.447745197069,-1.5150257928960373,0.022,0.0070526315789473685,0.006699999999999999,0.00268
5645.699124346739,-0.64655254353565,0.022,0.0070526315789473685,0.006699999999999999,0.00268
5728.71880725349,-0.4987727429647016,0.022,0.0070526315789473685,0.006699999999999999,0.00268
6062.044201735522,-0.1923676684527047,0.022,0.0070526315789473685,0.006699999999999999,0.00268
6199.66575152923,-5.586552634342775,0.022,0.0070526315789473685,0.006699999999999999,0.00268
6222.266029529583,-6.3993839479732975,0.022,0.0070526315789473685,0.006699999999999999,0.00268
6233.066984403207,-6.68941724423794,0.022,0.0070526315789473685,0.006699999999999999,0.00268
6311.296604032236,-6.431517573337563,0.022,0.0070526315789473685,0.006699999999999999,0.00268
6327.99741692309,-5.625424382297547,0.022,0.0070526315789473685,0.006699999999999999,0.00268
6406.5668013673485,-1.8505628309935898,0.022,0.0070526315789473685,0.006699999999999999,0.00268
10396.758244668035,0.13287351182791873,0.022,0.0070526315789473685,0.006699999999999999,0.00268
10426.463053437521,0.04646305096119083,0.022,0.0070526315789473685,0.006699999999999999,0.00268
10429.736658857766,0.0341903786988907,0.022,0.0070526315789473685,0.006699999999999999,0.00268
10433.124149639758,0.02104562233327644,0.022,0.0070526315789473685,0.006699999999999999,0.00268
10554.577136962474,-0.4756801877934478,0.022,0.0070526315789473685,0.006699999999999999,0.00268
10681.318383061178,-0.45398428209403585,0.022,0.0070526315789473685,0.006699999999999999,0.00268
11003.870852707472,0.12043592793283896,0.022,0.0070526315789473685,0.006699999999999999,0.00268
11091.475095285701,-0.026570744803957408,0.022,0.0070526315789473685,0.006699999999999999,0.00268
11131.951492290342,-0.06729958696109954,0.022,0.0070526315789473685,0.006699999999999999,0.00268
11143.429381963442,-0.07363897903662822,0.022,0.0070526315789473685,0.006699999999999999,0.00268
11177.886023757641,-0.07781921790084073,0.022,0.0070526315789473685,0.006699999999999999,0.00268
11268.773750562976,0.005333093638170505,0.022,0.0070526315789473685,0.006699999999999999,0.00268
11357.136932459829,0.14547367133998126,0.022,0.0070526315789473685,0.006699999999999999,0.00268
11386.51409515719,0.18617279061771128,0.022,0.0070526315789473685,0.006699999999999999,0.00268
11387.27844339029,0.18713170760844502,0.022,0.0070526315789473685,0.006699999999999999,0.00268
11436.830622262038,0.23585854664641603,0.022,0.0070526315789473685,0.006699999999999999,0.00268
11533.471855869471,0.25192584142108726,0.022,0.0070526315789473685,0.006699999999999999,0.00268
11580.662440778617,0.23410619941340663,0.022,0.0070526315789473685,0.006699999999999999,0.00268
11592.059690654409,0.22894763446401484,0.022,0.0070526315789473685,0.006699999999999999,0.00268
11799.464915485461,0.21730864878588524,0.022,0.0070526315789473685,0.006699999999999999,0.00268
11996.648423712775,0.2973170107040448,0.022,0.0070526315789473685,0.006699999999999999,0.00268
12019.621785940184,0.2994342501089218,0.022,0.0070526315789473685,0.006699999999999999,0.00268
12030.547281708596,0.2999064130247407,0.022,0.0070526315789473685,0.006699999999999999,0.00268
12114.469953249933,0.29871495736814446,0.022,0.0070526315789473685,0.006699999999999999,0.00268
12303.772791064237,0.362297888566577,0.022,0.0070526315789473685,0.006699999999999999,0.00268
12364.971789925701,0.3978006281807764,0.022,0.0070526315789473685,0.006699999999999999,0.00268
12435.284664089326,0.40949308400921913,0.022,0.0070526315789473685,0.006699999999999999,0.00268
12457.855276521006,0.4014643796793716,0.022,0.0070526315789473685,0.006699999999999999,0.00268
12538.144836161646,0.3193059345653815,0.022,0.0070526315789473685,0.006699999999999999,0.00268
12604.915146592424,0.21307166275009354,0.022,0.0070526315789473685,0.006699999999999999,0.00268
12665.853042082537,0.14236948429917823,0.022,0.0070526315789473685,0.006699999999999999,0.00268
12809.062149100544,0.35099652876028864,0.022,0.0070526315789473685,0.006699999999999999,0.00268
12879.671807250334,0.5442250855559476,0.022,0.0070526315789473685,0.006699999999999999,0.00268
12897.265660217741,0.5566290262080918,0.022,0.0070526315789473685,0.006699999999999999,0.00268
12930.631675253884,0.5006731393202847,0.022,0.0070526315789473685,0.006699999999999999,0.00268
3492.017587379125,-53.155168352014684,0.022,0.007421052631578947,0.00705,0.00282
3519.4968196304767,-53.75159602403268,0.022,0.007421052631578947,0.00705,0.00282
3530.2504296865955,-53.985686406961406,0.022,0.007421052631578947,0.00705,0.00282
3582.161614849945,-55.12067329632708,0.022,0.007421052631578947,0.00705,0.00282
3719.4000276074376,-58.150457286684016,0.022,0.007421052631578947,0.00705,0.00282
3826.618872914479,-60.533755583907734,0.022,0.007421052631578947,0.00705,0.00282
3953.9044091188707,-63.39816802339682,0.022,0.007421052631578947,0.00705,0.00282
4021.08909233777,-65.24797484764736,0.022,0.007421052631578947,0.00705,0.00282
4121.9618312488055,-70.66958279486497,0.022,0.007421052631578947,0.00705,0.00282
4200.6527992024585,-39.088940166809515,0.022,0.007421052631578947,0.00705,0.00282
4213.579827513313,-33.08874545345211,0.022,0.007421052631578947,0.00705,0.00282
8060.841846945698,-50.92855026708445,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
8072.44283089951,-51.05005375901301,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
8154.518513370306,-52.313914079524615,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
8244.989602665833,-54.34432965009931,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
8305.701393483407,-55.42695991700663,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
8374.054315919435,-55.00468208682957,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
8380.634786294599,-54.850899992553565,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
8468.509864960954,-51.83700171407436,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
8542.838290014428,-49.08960648368529,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
8630.126295328006,-46.24679400136458,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
8634.869048051118,-46.10264279178513,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
8840.810893025491,-39.967133674101134,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
8876.818495032683,-38.76113057357475,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
8911.251172364508,-37.52721456603771,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
8928.266683433874,-36.88457626005748,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
9005.48139499686,-33.65664188461759,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
9386.923170381811,-1.5873966695385424,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
9448.427170862044,-1.7383367540217256,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
9461.068484530831,-2.497552680085147,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
9495.279291365763,-3.9200679135880656,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
9585.428039171402,-4.205861484241815,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
9727.367832052047,-0.3559490118606147,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
9764.145597604198,0.09534047936366633,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
9773.423482857394,0.10912079447017596,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
9834.854418548075,-0.5142491156085414,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
9862.613666741348,-0.952716958894291,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
9900.024067932685,-1.4677721866000468,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
9902.090642516927,-1.491614508758491,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
9954.691262157416,-1.8955437507969266,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
10033.481002519064,-1.771350768481913,0.022,0.00668421052631579,0.004094078947368422,0.0016376315789473688
4162.741729124342,-50.31836953323105,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
4215.51827303142,-53.547440652659674,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
4292.771137433148,-55.52841904830531,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
4451.297641147678,-58.42830888858374,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
4516.217380266229,-59.64935210845755,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
4525.707109091213,-59.82930174390401,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
4648.3618767367425,-62.18968065370233,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
4687.163011174642,-62.9528099794267,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
4809.254559072568,-65.44072059073007,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
4852.070606902496,-66.35619369329982,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
4857.6759955904545,-66.47629441522848,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
4893.849061369754,-67.19555457401975,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
4895.802868954786,-67.22751400096978,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
4924.3408264846275,-67.22926127271623,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
4927.365384805964,-67.04962026926567,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
4979.0043059882855,-31.502010164692784,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
5104.265907303214,-5.678295299319357,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
5157.492944783593,-0.460195043158957,0.022,0.005578947368421053,0.004672368421052632,0.0018689473684210527
5823.391857842747,-2.638841657058346,0.022,0.005578947368421053,0.0053,0.00212
6009.8395305975355,-0.22965507140513114,0.022,0.005578947368421053,0.0053,0.00212
6066.580736855929,-1.5136963171460829,0.022,0.005578947368421053,0.0053,0.00212
6074.703391338558,-1.7137929886832912,0.022,0.005578947368421053,0.0053,0.00212
6199.16277382154,-3.1403659315267927,0.022,0.005578947368421053,0.0053,0.00212
6214.768303997671,-3.03556150764621,0.022,0.005578947368421053,0.0053,0.00212
6225.375749508571,-2.925973858292952,0.022,0.005578947368421053,0.0053,0.00212
6248.576399527197,-2.58078755698681,0.022,0.005578947368421053,0.0053,0.00212
6302.860733295032,-1.3060454545661502,0.022,0.005578947368421053,0.0053,0.00212
6401.078868611117,-0.2803492839868009,0.022,0.005578947368421053,0.0053,0.00212
6413.53997549623,-0.5936366788280164,0.022,0.005578947368421053,0.0053,0.00212
6506.165295514919,-3.877597534637855,0.022,0.005578947368421053,0.0053,0.00212
6540.80689721297,-4.709846340282456,0.022,0.005578947368421053,0.0053,0.00212
6879.995477909243,-15.828908588118367,0.022,0.005578947368421053,0.0053,0.00212
7062.103316419886,-26.506553888803314,0.022,0.005578947368421053,0.0053,0.00212
7159.81972862274,-30.245057210783482,0.022,0.005578947368421053,0.0053,0.00212
7179.516508032816,-30.889377267907747,0.022,0.005578947368421053,0.0053,0.00212
7244.759232143822,-30.418214706742404,0.022,0.005578947368421053,0.0053,0.00212
6664.792145451567,-47.70216661994152,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
6772.640000635285,-51.8807652007278,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
6965.294090129314,-74.9348369026595,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
6968.412625685408,-75.65883502656126,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
6999.630720938734,-71.0163145205526,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
7056.596713880661,-62.932750019885766,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
7366.832568577546,-57.29381550122477,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
7385.890212073014,-57.572828767160104,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
7388.284897403624,-57.6116819321479,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
7393.479563430479,-57.698917523403935,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
7403.99742217906,-57.888067799352086,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
7516.633954777201,-61.106667234852985,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
7672.614698187671,-54.17162973913076,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
7695.0639392291305,-67.53005711596566,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
7701.317493654621,-68.84179678291397,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
7944.085200268302,-61.0918515256623,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
7974.96745192343,-60.56620293379713,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
8163.719998048151,-59.41821350223456,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
8278.696650502,-59.235618083727566,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
8281.672172052862,-59.221037964070604,0.022,0.0070526315789473685,0.0035263157894736843,0.0014105263157894738
16739.483998319087,-1.0166779493370146,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
16755.97964994885,-0.13486835391883326,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
16764.507429664918,-1.529083428142909,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
16820.228227251704,-7.109455193510367,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
16892.02747093246,-7.295143824382287,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
16910.423691345473,-22.269197401953203,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17085.706770633304,-57.61885727767453,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17153.33835344712,-57.07967411968967,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17220.629872371865,-56.82478772472935,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17291.250658346773,-56.761854253300285,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17295.278130376697,-56.763618183355646,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17464.99895564548,-57.1979245225745,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17549.312918813193,-57.5581735338904,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17614.08240079822,-57.85423738604184,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17640.256101881456,-57.975691345598804,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17649.967948535814,-58.02090012812229,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17659.107305194597,-58.06350087807025,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17660.317815113413,-58.06914720851041,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17903.576994462383,-59.23870403614405,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17932.913338726023,-59.38941962219589,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17935.3745663126,-59.402211383453235,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
17976.555374139643,-59.619839047105074,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18044.65165546167,-59.995402282691444,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18097.876086162993,-60.30260367612544,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18112.530326864584,-60.38915443760003,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18178.508108662492,-60.78782837955907,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18198.96473459884,-60.91389840714683,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18302.37145512463,-61.55968245065288,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18306.35727374791,-61.584616429410474,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18339.855313518034,-61.79347006837788,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18381.17576860403,-62.04828265331743,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18419.062108094902,-62.27788715009278,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18423.390284915527,-62.303830574994485,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18458.40212327826,-62.511471186682634,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18492.101332184633,-62.708101597507564,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18515.93775642437,-62.84631555867294,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18824.853821097073,-68.93033040594752,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18868.972750754012,-56.40538364200953,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18938.856036312212,-35.95269896898395,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18958.163366408735,-28.07945408575928,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
18987.404057912703,-1.8412167646831836,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
19011.822641600258,-14.452297604388612,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
19057.391470688894,-6.570740198394795,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
19069.16063799442,-1.8353026612747745,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
19100.12430294337,-9.225521329557898,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
19206.28674028182,-3.035245764285515,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
19254.927855998565,-9.602927732699966,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
19256.111509727933,-9.637678694172447,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
19517.97555466744,-9.816910345376598,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
19525.061982509935,-8.01900252859459,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
19634.092903204397,-33.15053885475904,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
19834.95245143564,-72.87897200569031,0.022,0.00631578947368421,0.005289473684210525,0.00211578947368421
13921.34877705813,-55.95517518906303,0.022,0.008526315789473684,0.005222368421052632,0.0020889473684210526
13936.585217527425,-56.026313381650255,0.022,0.008526315789473684,0.005222368421052632,0.0020889473684210526
14039.31250207712,-56.564810334733835,0.022,0.008526315789473684,0.005222368421052632,0.0020889473684210526
14151.91390925587,-57.34468945916704,0.022,0.008526315789473684,0.005222368421052632,0.0020889473684210526
14205.09406029439,-57.79037467901112,0.022,0.008526315789473684,0.005222368421052632,0.0020889473684210526
