model,run,multirun,dataset,MSE,L1,eval_time,n_parameters
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.01779787242412567,0.09450028091669083,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.00881427712738514,0.06064353510737419,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.010057267732918262,0.07167458534240723,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.0075237685814499855,0.06849606335163116,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.009305918589234352,0.06356438249349594,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.012905129231512547,0.073476642370224,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.013579179532825947,0.08153169602155685,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.012145710177719593,0.07618852704763412,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.007532969582825899,0.05887850746512413,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.017466725781559944,0.09414444118738174,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.005094160791486502,0.056002549827098846,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.008528768084943295,0.05855333060026169,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.016999488696455956,0.09661678969860077,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.016718655824661255,0.07844191044569016,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.01527208462357521,0.10020538419485092,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.029272736981511116,0.09941316395998001,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.01473248191177845,0.07705305516719818,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.01422032993286848,0.0768667683005333,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.016037460416555405,0.09645649045705795,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.007626855280250311,0.06700881570577621,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.008116966113448143,0.06256428360939026,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.010740948840975761,0.08046300709247589,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.01813027635216713,0.09654755145311356,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.00854299496859312,0.06208532676100731,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.006668589077889919,0.059630151838064194,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.010558945126831532,0.07490133494138718,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.013666310347616673,0.08247162401676178,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.007646962534636259,0.07274776697158813,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.010027007199823856,0.06479422748088837,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.00794268399477005,0.06047051399946213,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.013502406887710094,0.08836513757705688,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.005871291738003492,0.06106681749224663,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.007244079373776913,0.05869673937559128,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.007690322585403919,0.06340330839157104,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.008618293330073357,0.06960781663656235,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.006253989413380623,0.06158432736992836,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.023125125095248222,0.11334791034460068,0.0022178824705882355,96064
DeepONet_2024_03_27_02_29_24,deep_o_small,22-45-12,transmission_loss_smooth,0.014654534868896008,0.09602617472410202,0.0022178824705882355,96064
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.001153924036771059,0.020816383883357048,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0013555611949414015,0.021487463265657425,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0022814241237938404,0.02497069537639618,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0009950766107067466,0.021405091509222984,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0037111672572791576,0.033417683094739914,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0038716315757483244,0.028512433171272278,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.002439261646941304,0.03779289871454239,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0037810620851814747,0.03906257450580597,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0023409263230860233,0.028320306912064552,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0043670483864843845,0.03291718289256096,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.007370680570602417,0.05180914327502251,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0006247021374292672,0.019158601760864258,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.00031984588713385165,0.012560351751744747,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.001280996948480606,0.024855250492691994,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0025558392517268658,0.025892235338687897,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.002675814088433981,0.03135334700345993,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0014892412582412362,0.02603265643119812,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0019804651383310556,0.02283950336277485,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.002407269785180688,0.03206208348274231,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0006049431394785643,0.01654178649187088,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0008438494405709207,0.01650000363588333,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0009399042464792728,0.018692005425691605,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.00147544767241925,0.028801733627915382,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0014888939913362265,0.02090591751039028,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0015346122672781348,0.02222144603729248,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0025006397627294064,0.0367211289703846,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0020065968856215477,0.027849173173308372,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0015232430305331945,0.02959601767361164,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.007385597098618746,0.049301184713840485,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0010691422503441572,0.020183559507131577,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0012840655399486423,0.023096386343240738,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0025317587424069643,0.03289683535695076,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0009388691978529096,0.019432781264185905,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.001147401868365705,0.017763596028089523,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0018878463888540864,0.03002740815281868,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.001553485170006752,0.026733236387372017,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0007143797702156007,0.016750279814004898,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.000360631151124835,0.012986013665795326,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0031405368354171515,0.03766005113720894,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.001933611580170691,0.028008418157696724,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.004115178715437651,0.04143863543868065,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.003589317901059985,0.03176480159163475,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.00046869463403709233,0.014952525496482849,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0017698075389489532,0.028617963194847107,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0031833304092288017,0.03253061696887016,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.00038930977461859584,0.012609072960913181,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0017585369059816003,0.021977851167321205,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0005401185480877757,0.017736151814460754,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.0007473063305951655,0.01898202672600746,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.008463571779429913,0.058492012321949005,0.01250115717647059,1057921
DeepNeuralOperator_2024_03_27_00_57_45,deep_neural_big,22-45-12,transmission_loss_smooth,0.003306151833385229,0.036729779094457626,0.01250115717647059,1057921
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.022515637800097466,0.09351657330989838,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.010673792101442814,0.07489936053752899,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.012556749396026134,0.07591584324836731,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.03180722892284393,0.11442186683416367,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.018567707389593124,0.09866398572921753,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.024464061483740807,0.0930773988366127,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.034261319786310196,0.13725300133228302,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.05187214910984039,0.13380496203899384,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.01717543974518776,0.08299171924591064,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.01702110469341278,0.08328263461589813,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.03613338619470596,0.13938727974891663,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.0259577464312315,0.11401114612817764,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.01212351955473423,0.0686788484454155,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.03546825423836708,0.11233630031347275,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.013060130178928375,0.07479724287986755,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.014600138179957867,0.07163020223379135,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.008036114275455475,0.06572938710451126,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.028214531019330025,0.10591249912977219,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.025315288454294205,0.10347838699817657,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.019874131307005882,0.0866837427020073,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.01785697415471077,0.07992225885391235,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.014456191100180149,0.08262819051742554,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.03996710851788521,0.1362943947315216,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.012675614096224308,0.0709744319319725,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.01774844154715538,0.08610578626394272,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.03870706632733345,0.1408606618642807,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.0203023012727499,0.08083011209964752,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.016104083508253098,0.09514840692281723,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.05129091441631317,0.11578388512134552,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.021044140681624413,0.09549783915281296,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.02156425639986992,0.09361470490694046,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.049140676856040955,0.16092291474342346,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.008083689026534557,0.06710533052682877,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.0113528398796916,0.0706012025475502,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.006437480449676514,0.06246815249323845,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.016156986355781555,0.0930928960442543,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.009439049288630486,0.0647488534450531,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.012505479156970978,0.0725080817937851,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.029122505336999893,0.12955112755298615,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.01653292402625084,0.095288947224617,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.021534457802772522,0.1087784394621849,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.024051276966929436,0.10066021233797073,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.021007470786571503,0.0901092141866684,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.020836597308516502,0.10389316827058792,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.011650614440441132,0.08170932531356812,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.010820532217621803,0.06862585246562958,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.018756242468953133,0.0921177864074707,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.005396954249590635,0.05991238355636597,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.012555346824228764,0.07526525855064392,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.0419192798435688,0.1333475559949875,0.0033356534901960787,51972
DeepDotOperator_2024_03_26_23_37_53,deep_dot_medium,22-45-12,transmission_loss_smooth,0.024114476516842842,0.11348558217287064,0.0033356534901960787,51972
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.0011689465027302504,0.024055656045675278,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.0020423850510269403,0.026538390666246414,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.0029060884844511747,0.03091428615152836,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.001483911881223321,0.028321199119091034,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.0042497036047279835,0.03878523409366608,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.0039337920024991035,0.030358336865901947,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.004999812692403793,0.05206150561571121,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.003887933911755681,0.043049052357673645,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.0024262636434286833,0.03208555281162262,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.004407092463225126,0.036452073603868484,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.008192592300474644,0.06037348881363869,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.0012319720117375255,0.027816519141197205,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.0008788703707978129,0.021554045379161835,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.0025933862198144197,0.03602439537644386,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.002939264988526702,0.030116429552435875,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.0026900037191808224,0.03348987549543381,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.002369727473706007,0.03520664945244789,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.00248920195735991,0.029355905950069427,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.0017447179416194558,0.030088476836681366,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.001108563388697803,0.02286144532263279,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.0014910236932337284,0.02413737215101719,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.0013358634896576405,0.02565070427954197,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.0027262140065431595,0.04017703980207443,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.001798385987058282,0.02578219771385193,0.010415551137254904,92097
DeepNeuralOperator_2024_03_27_01_11_01,deep_neural_medium,22-45-12,transmission_loss_smooth,0.0018205500673502684,0.026090262457728386,0.010415551137254904,92097
